"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @TheDailyShow: FOR IMMEDIATE RELEASE: Correspondent @RoyWoodJr to deliver ""State of Black Shit"" response to President Trump’s #SOTU toni…",FALSE,0,NA,2018-01-30 23:59:59,FALSE,NA,"958490006104039425",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JudeB63",391,TRUE,FALSE,NA,NA
"2","#SOTU https://t.co/lpYKLrzO5X",FALSE,0,NA,2018-01-30 23:59:59,FALSE,NA,"958490005915291648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lovesmilelaugh2",0,FALSE,FALSE,NA,NA
"3","RT @RepRaskin: Joining my colleagues in wearing black to #SOTU in solidarity with victims of sexual harassment and assault. We’re saying #T…",FALSE,0,NA,2018-01-30 23:59:59,FALSE,NA,"958490005911015425",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","splendidcakes",121,TRUE,FALSE,NA,NA
"4","RT @realJohnnyZipp: Here is a link to some of POTUS's #SOTU excerpts
https://t.co/R5LH9bDlQu https://t.co/NkP7i1u8he",FALSE,0,NA,2018-01-30 23:59:59,FALSE,NA,"958490005709643781",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MaryGoo26898598",7,TRUE,FALSE,NA,NA
"5","RT @TheDemocrats: The truth about the Trump economy? It's of the 1%, by the 1%, and for the 1%. https://t.co/CK6dIItf3r #SOTU https://t.co/…",FALSE,0,NA,2018-01-30 23:59:59,FALSE,NA,"958490005193789441",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KianaMereel",515,TRUE,FALSE,NA,NA
"6","RT @StefanMolyneux: If the memo is released after the #SOTU, two moral universes will collide. Millions will suddenly realize they were ser…",FALSE,0,NA,2018-01-30 23:59:59,FALSE,NA,"958490005105729538",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Resistmybutt",1290,TRUE,FALSE,NA,NA
"7","RT @dhookstead: Tonight’s designated survivor for the #SOTU is Secretary of Agriculture Sonny Perdue. He will be taken to a secure location…",FALSE,0,NA,2018-01-30 23:59:59,FALSE,NA,"958490004950568960",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","dr_crouton",107,TRUE,FALSE,NA,NA
"8","RT @ChrissyUSA1: #MAGA #Patriot #Qanon #TheStormIsHere #GreatAwakening #WeThePeople #PeoplesSOTU #SOTU https://t.co/rQg5aghF9a",FALSE,0,NA,2018-01-30 23:59:59,FALSE,NA,"958490004891885569",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OneInfiniteZer0",3,TRUE,FALSE,NA,NA
"9","RT @WhiteHouse: #SOTU: https://t.co/nJF9j414YL https://t.co/o6H8THKBnk",FALSE,0,NA,2018-01-30 23:59:59,FALSE,NA,"958490004610863114",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","blusprk",356,TRUE,FALSE,NA,NA
"10","Now we find out there’s no Factual Inaccuracies in Devin Nunes memo!
We also find out today that McCabe slow walked… https://t.co/CEwdd1rmnK",FALSE,8,NA,2018-01-30 23:59:59,TRUE,NA,"958490004497428480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sob916",5,FALSE,FALSE,NA,NA
"11","RT @IronStache: As you're watching Donald Trump’s “alternative facts” at the #SOTU tonight, remember, @SpeakerRyan has “no disagreements” w…",FALSE,0,NA,2018-01-30 23:59:59,FALSE,NA,"958490003960602624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","italia54",1183,TRUE,FALSE,NA,NA
"12","RT @Pajjr2016: #Resist  #Resistance #FBRParty  #BlueWave

#FBR  #UniteBlue #SOTU 

Who cares what lying Trump says.

Do you have something…",FALSE,0,NA,2018-01-30 23:59:59,FALSE,NA,"958490003709091840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bornabrit1",1280,TRUE,FALSE,NA,NA
"13","Trump's ""#NewAmericanMoment"": clearly based on a legacy of hate. 

#STFU #SOTU https://t.co/hJl0Uv7iLU",FALSE,1,NA,2018-01-30 23:59:59,FALSE,NA,"958490003457245184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Wanderer19",0,FALSE,FALSE,NA,NA
"14","@Harlan @realDonaldTrump The psychics are at it again huh? You're talking about the #SOTU address that hasn't even been read yet?",FALSE,0,"Harlan",2018-01-30 23:59:59,FALSE,"958487055373426688","958490002786168832","119099353","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","detachedaz",0,FALSE,FALSE,NA,NA
"15","RT @sallykohn: Excerpts of tonight’s #SOTU suggest Trump will use “olive branch” and “unity” talk to shellack the same old deeply divisive,…",FALSE,0,NA,2018-01-30 23:59:59,FALSE,NA,"958490002115256321",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KrisIsPissed",10,TRUE,FALSE,NA,NA
"16","RT @TomiLahren: So let me get this straight, Democrats are bringing illegals as their #SOTU guests but insist they are fighting for us, the…",FALSE,0,NA,2018-01-30 23:59:59,FALSE,NA,"958490002031300609",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","freegeorge26",3769,TRUE,FALSE,NA,NA
"17","You couldn't pay me to watch the #SOTU

Join us in NOT watching

#SOTUBLACKOUT",FALSE,0,NA,2018-01-30 23:59:58,FALSE,NA,"958490001746137088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","manhattan_liz",0,FALSE,FALSE,NA,NA
"18","RT @ACLU: Tonight our client Nahrain Hamama will attend the #SOTU for her husband, Sam. He is one of hundreds of Iraqis swept up in ICE rai…",FALSE,0,NA,2018-01-30 23:59:58,FALSE,NA,"958490001427243008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","peritweeter",307,TRUE,FALSE,NA,NA
"19","RT @EdanClay: Gotta love @realDonaldTrump #SOTU address stealing the them ""New American Moment"" from @HillaryClinton from 2010! 
https://t.…",FALSE,0,NA,2018-01-30 23:59:58,FALSE,NA,"958490001121128448",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Vbarnett323",42,TRUE,FALSE,NA,NA
"20","RT @seanspicer: In #SOTU @POTUS @realDonaldTrump :In our drive to make Washington accountable, we have eliminated more regulations in 1st y…",FALSE,0,NA,2018-01-30 23:59:58,FALSE,NA,"958490000609415168",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","LocalMemphis",337,TRUE,FALSE,NA,NA
"21","RT @WhiteHouse: #SOTU: https://t.co/nJF9j414YL https://t.co/o6H8THKBnk",FALSE,0,NA,2018-01-30 23:59:58,FALSE,NA,"958490000248725506",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","slhenry1232",356,TRUE,FALSE,NA,NA
"22","RT @leahmcelrath: Does Trump’s #SOTU address plagiarize from @HillaryClinton?

See below.

https://t.co/TW6FaBK91J",FALSE,0,NA,2018-01-30 23:59:58,FALSE,NA,"958490000009527296",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","rgyatso",42,TRUE,FALSE,NA,NA
"23","RT @bellvisuals: The State of Resistance is Strong #resist #sotu https://t.co/9SqXhrPVf1",FALSE,0,NA,2018-01-30 23:59:58,FALSE,NA,"958489999577530368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SheahanFelicia",3124,TRUE,FALSE,NA,NA
"24","RT @VP: .@POTUS &amp; @FLOTUS are welcoming several great Americans to tonight’s #SOTU address. Learn more &amp; watch the SOTU at 9:10 PM as the P…",FALSE,0,NA,2018-01-30 23:59:58,FALSE,NA,"958489999485399040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeraldineMCorn1",3253,TRUE,FALSE,NA,NA
"25","RT @FoxNews: Democrats boycotting #SOTU address. https://t.co/LIA36p6sh1",FALSE,0,NA,2018-01-30 23:59:58,FALSE,NA,"958489999141429250",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Pattib1946",262,TRUE,FALSE,NA,NA
"26","Abe Lincoln said ""Government of the people, by the people, for the people, shall not perish from the Earth."" Trump… https://t.co/VK1nguAM1e",FALSE,1,NA,2018-01-30 23:59:58,TRUE,NA,"958489998361350144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_August_Morgan",1,FALSE,FALSE,NA,NA
"27","RT @WhiteHouse: More from tonight's #SOTU: https://t.co/nJF9j414YL https://t.co/4LAk1bxJAU",FALSE,0,NA,2018-01-30 23:59:58,FALSE,NA,"958489998319382529",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","idotwitt",394,TRUE,FALSE,NA,NA
"28","@IheartEastTexas It’s coming 

#SOTU #SOTU2018 #SOTUBLACKOUT #ReleaseTheMemo #ReleaSETHeTexts #corybooker #Pedogate https://t.co/wbvDG7M18F",FALSE,3,"IheartEastTexas",2018-01-30 23:59:58,FALSE,"958489513508134912","958489998260551680","15798689","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","WarriorforKids",2,FALSE,FALSE,NA,NA
"29","RT @ChrissyUSA1: #MAGA #Patriot #Qanon #TheStormIsHere #GreatAwakening #WeThePeople #PeoplesSOTU #SOTU https://t.co/gFCj96M4BI",FALSE,0,NA,2018-01-30 23:59:58,FALSE,NA,"958489998151438337",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DCompto79967079",7,TRUE,FALSE,NA,NA
"30","RT @rp4america1st: Liberals are trying to boycott watching the #SOTU and calling it the #SOTUBLACKOUT 

Let’s see if the ratings<ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>drop as m…",FALSE,0,NA,2018-01-30 23:59:58,FALSE,NA,"958489997996421121",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tpowell100",111,TRUE,FALSE,NA,NA
"31","Ouch! Poor @realDonaldTrump, he’s lagging behind Obama’s “ratings” by more than 20 points! #Losing… https://t.co/FfRoMI1Tmx",FALSE,1,NA,2018-01-30 23:59:58,TRUE,NA,"958489997887328256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ENG1375",2,FALSE,FALSE,NA,NA
"32","RT @FoxNews: Trump to proclaim ‘New American Moment’ in State of the Union address https://t.co/jF88lES99b #SOTU",FALSE,0,NA,2018-01-30 23:59:58,FALSE,NA,"958489997816057856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fgstiehl",156,TRUE,FALSE,NA,NA
"33","RT @Education4Libs: I don’t post personal stuff very often, but I’m going to since I’m PUMPED for tonight.

#SOTU <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><U+270C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> https://t.co/uxxhq9M…",FALSE,0,NA,2018-01-30 23:59:58,FALSE,NA,"958489997757370369",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chadmorse",272,TRUE,FALSE,NA,NA
"34","RT @JoyAnnReid: #SOTU Tuesday got off to a rolicking start ... https://t.co/7Xs6DdDwaL",FALSE,0,NA,2018-01-30 23:59:57,FALSE,NA,"958489997610426368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thaneofcawdor8",193,TRUE,FALSE,NA,NA
"35","RT @bellvisuals: Donald Trump sexually assaulted over 20 women projection #sotu #resist https://t.co/vZJbdIra6w",FALSE,0,NA,2018-01-30 23:59:57,FALSE,NA,"958489997484744704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AngelaBaylan",2439,TRUE,FALSE,NA,NA
"36","RT @WhiteHouse: President Trump's #SOTU is less than 3 hours away. Here are the first excerpts. See more at https://t.co/nJF9j414YL https:/…",FALSE,0,NA,2018-01-30 23:59:57,FALSE,NA,"958489997358850049",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","willie_c",898,TRUE,FALSE,NA,NA
"37","RT @KatTheHammer1: ""Donald J. Trump is the Kryptonite of political correctness."" 

 ~@SebGorka 

#SOTU https://t.co/TJRwonnWmj",FALSE,0,NA,2018-01-30 23:59:57,FALSE,NA,"958489997182685184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ptsd1471",824,TRUE,FALSE,NA,NA
"38","RT @wisaflcio: Donald Trump: A Year of Making Workplaces More Dangerous, https://t.co/adUmkHVfzD #SOTU",FALSE,0,NA,2018-01-30 23:59:57,FALSE,NA,"958489996691955715",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JanRavensbergen",5,TRUE,FALSE,NA,NA
"39","RT @funder: Retweet if you agree Trump is going to give the worst #SOTU ever in American history tomorrow night.

Tweet this link out: http…",FALSE,0,NA,2018-01-30 23:59:57,FALSE,NA,"958489996004118528",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","georgannab1",1984,TRUE,FALSE,NA,NA
"40","RT @ProudResister: THE RESISTANCE #SOTU

They’re trying to break us down mentally and emotionally. Keep calm and get ready to MARCH and VOT…",FALSE,0,NA,2018-01-30 23:59:57,FALSE,NA,"958489995626467328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NadelleWilson",1402,TRUE,FALSE,NA,NA
"41","RT @TeaPainUSA: Tea Pain will not be watchin' the #SOTU tonight.  Twitler will flip if we tank his ratings.  Capiche?",FALSE,0,NA,2018-01-30 23:59:57,FALSE,NA,"958489995307831299",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","kimmurpheyhall",4366,TRUE,FALSE,NA,NA
"42","RT @funder: Retweet if you agree Trump’s going to lie during his #SOTU 

#DworkinReport #StateOfTheDream https://t.co/fWuOl35YBE",FALSE,0,NA,2018-01-30 23:59:57,FALSE,NA,"958489994930413572",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BetancourtNy",1354,TRUE,FALSE,NA,NA
"43","RT @LessGovMoreFun: . How 'bout these Democrats: 20+ boycotting #SOTU, a record 5 rebuttals planned, zero votes to give you back your $$. T…",FALSE,0,NA,2018-01-30 23:59:57,FALSE,NA,"958489994712309761",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Patsy07973167",25,TRUE,FALSE,NA,NA
"44",".@dmartosko has a good compilation of the #SOTU on his page https://t.co/gGLq3QfRyf",FALSE,1,NA,2018-01-30 23:59:57,FALSE,NA,"958489994573766656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zxcote",1,FALSE,FALSE,NA,NA
"45","RT @CrazyHarleyChi1: #InternetBillofRights #ObamaGate  #GreatAwakening #sotu   #TuesdayThoughts #PeoplesSOTU #Qanon #Treason #NoRedactions…",FALSE,0,NA,2018-01-30 23:59:57,FALSE,NA,"958489994569682944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lebby22",10,TRUE,FALSE,NA,NA
"46","RT @RealMattCouch: Just two hours away from the State of the Union.... 

#SOTU 
#AmericaFirstMedia https://t.co/PBclDuzPDi",FALSE,0,NA,2018-01-30 23:59:57,FALSE,NA,"958489994292801539",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShondaWarren9",46,TRUE,FALSE,NA,NA
"47","RT @TeaPainUSA: Tea Pain will not be watchin' the #SOTU tonight.  Twitler will flip if we tank his ratings.  Capiche?",FALSE,0,NA,2018-01-30 23:59:57,FALSE,NA,"958489994267590656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","motherglover1",4366,TRUE,FALSE,NA,NA
"48","RT @MarkWarner: Tonight during #SOTU, I'd like to hear President Trump stand up for the men and women of our federal law enforcement and in…",FALSE,0,NA,2018-01-30 23:59:57,FALSE,NA,"958489993747599360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RealUSAPatriot2",920,TRUE,FALSE,NA,NA
"49","RT @RSBNetwork: Our live coverage of the #SOTU address begins now! Join us for the preshow, followed by the speech and postshow! https://t.…",FALSE,0,NA,2018-01-30 23:59:57,FALSE,NA,"958489993579782144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DG_TGA",68,TRUE,FALSE,NA,NA
"50","@Imperator_Rex3 I'm not even going to read that. I'll take your word that it's just more stupid stuff.  Guess what?… https://t.co/NhZZV5EM9X",FALSE,0,"Imperator_Rex3",2018-01-30 23:59:56,TRUE,"958488038413189120","958489993198129152","896484799770116098","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","XianneKei",0,FALSE,FALSE,NA,NA
"51","RT @MarkWarner: Tonight during #SOTU, I'd like to hear President Trump stand up for the men and women of our federal law enforcement and in…",FALSE,0,NA,2018-01-30 23:59:56,FALSE,NA,"958489992787124225",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CherylC2017",920,TRUE,FALSE,NA,NA
"52","RT @TeaPainUSA: Tea Pain will not be watchin' the #SOTU tonight.  Twitler will flip if we tank his ratings.  Capiche?",FALSE,0,NA,2018-01-30 23:59:56,FALSE,NA,"958489992686338048",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","gpdmill",4366,TRUE,FALSE,NA,NA
"53","RT @RealMattCouch: I'm personally looking forward to this #SOTU address more than any in History.. The thought of Trump having ICE Agents a…",FALSE,0,NA,2018-01-30 23:59:56,FALSE,NA,"958489992648523776",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gmachb",81,TRUE,FALSE,NA,NA
"54","RT @REALtrumpbureau: HOW #STUPID IS #STUPID !
@THEDEMOCRATS ARE <ed><U+00A0><U+00BD><ed><U+00B2><U+00AF>% #STUPID 
#ARREST THE #STUPIDS AND THEIR #ILLEGALDREAMERS AT #SOTU 
THANK…",FALSE,0,NA,2018-01-30 23:59:56,FALSE,NA,"958489992526884864",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","evans_pixie",225,TRUE,FALSE,NA,NA
"55","RT @JournoLibrarian: I am praying not for boos during tonights #SOTU but silence.  It would freak/enrage Trump.  Pleaseohplease.  Do it.  M…",FALSE,0,NA,2018-01-30 23:59:56,FALSE,NA,"958489991855923205",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jen_Cama",1,TRUE,FALSE,NA,NA
"56","RT @WhiteHouse: President Trump's #SOTU is less than 3 hours away. Here are the first excerpts. See more at https://t.co/nJF9j414YL https:/…",FALSE,0,NA,2018-01-30 23:59:56,FALSE,NA,"958489991511932931",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RealSteph7777",898,TRUE,FALSE,NA,NA
"57","RT @VP: Looking forward to @POTUS’ #SOTU tonight. Tomorrow I’ll take his message that the State of the Union &amp; the State of our Economy is…",FALSE,0,NA,2018-01-30 23:59:56,FALSE,NA,"958489991474307077",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JeffSheltonjeff",745,TRUE,FALSE,NA,NA
"58","RT @bowhunter_va: @David_MagaUSA Just sayin...
#MAGA 
#SOTU 
#NoDACAAmnesty 
#BowHunt711 https://t.co/1EzCINjp8F",FALSE,0,NA,2018-01-30 23:59:56,FALSE,NA,"958489991365066752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","freidablancha12",25,TRUE,FALSE,NA,NA
"59","RT @Robdepamd: You both are a disgrace @RepGregoryMeeks, @RepWilson, @repjohnlewis and the rest of the lot who are sitting out the #SOTU. h…",FALSE,0,NA,2018-01-30 23:59:56,FALSE,NA,"958489991075708928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chillinginLV",11,TRUE,FALSE,NA,NA
"60","#SOTU #MAGA https://t.co/vWFTl4We54",FALSE,0,NA,2018-01-30 23:59:56,FALSE,NA,"958489991063199744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kirkmorph3811",0,FALSE,FALSE,NA,NA
"61","RT @Sen_JoeManchin: We are heading to the Secretary of the Senate’s Annual Supper and it’s my first time on the Senate subway! #SOTU https:…",FALSE,0,NA,2018-01-30 23:59:56,FALSE,NA,"958489990949982209",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CEldjr",13,TRUE,FALSE,NA,NA
"62","RT @PiperPerabo: I’m excited for these responses to #StateOfTheUnion 

Tonight
      #PeoplesSOTU 

Tuesday Night: 
      (During #SOTU)…",FALSE,0,NA,2018-01-30 23:59:56,FALSE,NA,"958489990262087680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NatrinaLawson",574,TRUE,FALSE,NA,NA
"63","RT @WhiteHouse: Meet some of the special guests that will be seated with @FLOTUS at the President’s first #SOTU address: https://t.co/6LnqM…",FALSE,0,NA,2018-01-30 23:59:56,FALSE,NA,"958489990245339137",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pedsscrub",650,TRUE,FALSE,NA,NA
"64","RT @MAGAPILL: When should @POTUS #ReleaseTheMemo ?

#MAGA #WeThePeople #GreatAwakening #SOTU #StateOfTheUnion",FALSE,0,NA,2018-01-30 23:59:55,FALSE,NA,"958489989334970368",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Annsimp71734668",199,TRUE,FALSE,NA,NA
"65","So is the #SOTU going to become the #STFU?

I wanna say ABSOLUTELY.",FALSE,0,NA,2018-01-30 23:59:55,FALSE,NA,"958489988928188416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EmilyVerdugo",0,FALSE,FALSE,NA,NA
"66","RT @WhiteHouse: #SOTU: https://t.co/nJF9j414YL https://t.co/ddvn9jKiIG",FALSE,0,NA,2018-01-30 23:59:55,FALSE,NA,"958489988835889152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","weltec2",1108,TRUE,FALSE,NA,NA
"67","RT @ALIPAC: Does @realDonaldTrump realize how it hurts his credibility to have many illegal aliens in the audience for tonight's #SOTU addr…",FALSE,0,NA,2018-01-30 23:59:55,FALSE,NA,"958489988684955648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Kambeii",44,TRUE,FALSE,NA,NA
"68","RT @Bros4America: Rosa Parks was the special guest at Bill Clinton 1999 #SOTU address seated next to @HillaryClinton and was met with a des…",FALSE,0,NA,2018-01-30 23:59:55,FALSE,NA,"958489988626227200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lsolis209",39,TRUE,FALSE,NA,NA
"69","RT @RepTedLieu: Sexual harassment knows no party or industry. Wearing black to tonight’s #SOTU to show solidarity with workers across the c…",FALSE,0,NA,2018-01-30 23:59:55,FALSE,NA,"958489988261404672",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","GreatLaker1066",357,TRUE,FALSE,NA,NA
"70","RT @WhiteHouse: #SOTU: https://t.co/nJF9j414YL https://t.co/ddvn9jKiIG",FALSE,0,NA,2018-01-30 23:59:55,FALSE,NA,"958489988248801280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alcardfan",1108,TRUE,FALSE,NA,NA
"71","#SOTU
#StateOfTheUnion
Live link below <ed><U+00A0><U+00BD><ed><U+00B1><U+0087>
https://t.co/UtkdnuEFrv",FALSE,2,NA,2018-01-30 23:59:55,FALSE,NA,"958489988001345536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jeff81442228",2,FALSE,FALSE,NA,NA
"72","RT @aletweetsnews: At least 3 protest plans around the Capitol during #SOTU, including one along the motorcade route. https://t.co/3NIBduNg…",FALSE,0,NA,2018-01-30 23:59:55,FALSE,NA,"958489986931855366",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Katemay100",54,TRUE,FALSE,NA,NA
"73","RT @RogueSNRadvisor: Trump had almost endless stream of fast food deliveries today - very nervous for #SOTU Told staff he finds Arby's ""cal…",FALSE,0,NA,2018-01-30 23:59:55,FALSE,NA,"958489986223001601",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","syrussyrus14",1013,TRUE,FALSE,NA,NA
"74","RT @AFCYRs: Out #SOTU party is hopping! Still time for you to join us! <ed><U+00A0><U+00BC><ed><U+00BE><U+0089> 

https://t.co/go4n5CWXaW

#YRsSOTUWatchParty https://t.co/e70SBV7…",FALSE,0,NA,2018-01-30 23:59:55,FALSE,NA,"958489985937747968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kjon",1,TRUE,FALSE,NA,NA
"75","RT @LionelMedia: Why @POTUS's #SOTU Address Will Be Magnificent and Scare the Hell Out of #DeepState Traitors [VIDEO] #MAGA @realDonaldTrum…",FALSE,0,NA,2018-01-30 23:59:55,FALSE,NA,"958489985451110401",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SHADOW_TWEETS",57,TRUE,FALSE,NA,NA
"76","RT @CrazyHarleyChi1: #InternetBillofRights #ObamaGate  #GreatAwakening #sotu   #TuesdayThoughts #PeoplesSOTU #Qanon #Treason #NoRedactions…",FALSE,0,NA,2018-01-30 23:59:55,FALSE,NA,"958489985400889344",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","catpiasente",7,TRUE,FALSE,NA,NA
"77","RT @funder: RT if you pledge to join the #SOTUBLACKOUT &amp; agree to not watch the #SOTU live. #StateOfTheDream",FALSE,0,NA,2018-01-30 23:59:54,FALSE,NA,"958489985006653441",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","cherylnix57_nix",6060,TRUE,FALSE,NA,NA
"78","#BoycottStateOfTheUnion #BoycottSOTU #SOTU #STFU",FALSE,0,NA,2018-01-30 23:59:54,FALSE,NA,"958489984754946053",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LucyShoesOn",1,FALSE,FALSE,NA,NA
"79","RT @bellvisuals: The State of Resistance is Strong #resist #sotu https://t.co/9SqXhrPVf1",FALSE,0,NA,2018-01-30 23:59:54,FALSE,NA,"958489984608145408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","taken_it_back",3124,TRUE,FALSE,NA,NA
