"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @tedlieu: This story on Victor Cha shows the continued chaos of the @realDonaldTrump Administration when it comes to North Korea. Utterl…",FALSE,0,NA,2018-01-30 23:59:59,FALSE,NA,"958490005919420417",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","suebarnes999",2322,TRUE,FALSE,NA,NA
"2","@ChrisCuomo @realDonaldTrump is Putin’s Bitch and therefore a traitor to the USA.",FALSE,0,"ChrisCuomo",2018-01-30 23:59:59,FALSE,"958398227522433024","958490005902536705","22799750","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JamusB",0,FALSE,FALSE,NA,NA
"3","@nickshep7777 @Richardfreeusa @kurtcobain8990 @FoxNews @Clyburn @realDonaldTrump Hmmm... I enjoy looking at beautif… https://t.co/cUwsUAd641",FALSE,0,"nickshep7777",2018-01-30 23:59:59,TRUE,"958489322566705152","958490004824604673","387476708","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ramboisdead",0,FALSE,FALSE,NA,NA
"4","RT @VFL2013: The #MAGA Train Will Continue Rolling Down The Tracks..  Tomorrow Night.... @POTUS @realDonaldTrump https://t.co/tVvTzxRn3H",FALSE,0,NA,2018-01-30 23:59:59,FALSE,NA,"958490003528613888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Konell",838,TRUE,FALSE,NA,NA
"5","@Harlan @realDonaldTrump The psychics are at it again huh? You're talking about the #SOTU address that hasn't even been read yet?",FALSE,0,"Harlan",2018-01-30 23:59:59,FALSE,"958487055373426688","958490002786168832","119099353","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","detachedaz",0,FALSE,FALSE,NA,NA
"6","RT @TheWisemanSaid2: Just for @realDonaldTrump

They're laughing at you.. But also at us for being stuck with you. https://t.co/odW9MAsM8B",FALSE,0,NA,2018-01-30 23:59:59,FALSE,NA,"958490002660446208",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","amteve",29,TRUE,FALSE,NA,NA
"7","@Scavino45 @realDonaldTrump @WhiteHouse Best, Potus ever!<ed><U+00A0><U+00BD><ed><U+00B1><U+008D><U+2764><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><U+2764><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>",FALSE,6,"Scavino45",2018-01-30 23:59:59,FALSE,"958469299374579713","958490002245132288","823367015830323201","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ga42Boy",2,FALSE,FALSE,NA,NA
"8","@luv_boxer @FoxNews @realDonaldTrump @IngrahamAngle because its the right thing to do.his private life, like other… https://t.co/tWFoeZXIzg",FALSE,0,"luv_boxer",2018-01-30 23:59:59,TRUE,"958488467289157632","958490001985204224","3280076323","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","daytonadestroyr",0,FALSE,FALSE,NA,NA
"9","@realDonaldTrump reference your fake speech, tonight. We will be proud of our country, the moment you and your mini… https://t.co/QGJb5iMhSF",FALSE,0,"realDonaldTrump",2018-01-30 23:59:58,TRUE,NA,"958490001167314944","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fireshieldbrown",0,FALSE,FALSE,NA,NA
"10","RT @EdanClay: Gotta love @realDonaldTrump #SOTU address stealing the them ""New American Moment"" from @HillaryClinton from 2010! 
https://t.…",FALSE,0,NA,2018-01-30 23:59:58,FALSE,NA,"958490001121128448",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Vbarnett323",42,TRUE,FALSE,NA,NA
"11","RT @seanspicer: In #SOTU @POTUS @realDonaldTrump :In our drive to make Washington accountable, we have eliminated more regulations in 1st y…",FALSE,0,NA,2018-01-30 23:59:58,FALSE,NA,"958490000609415168",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","LocalMemphis",337,TRUE,FALSE,NA,NA
"12","RT @realDonaldTrump: Notice how @BarackObama failed to mention ObamaCare last night in his SOTU. Even he knows it is terrible.",FALSE,0,NA,2018-01-30 23:59:58,FALSE,NA,"958489999816646656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","galderisi8861",376,TRUE,FALSE,NA,NA
"13","@FoxNews @realDonaldTrump @IngrahamAngle She was disgusting but entitled to her opinion.",FALSE,0,"FoxNews",2018-01-30 23:59:58,FALSE,"958255971108773889","958489999028219904","1367531","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chezidamae",0,FALSE,FALSE,NA,NA
"14","I am a far left Liberal, but I don't understand why I would root against @realDonaldTrump . His success is tied to… https://t.co/wN63lBfiBX",FALSE,3,NA,2018-01-30 23:59:58,TRUE,NA,"958489998755553282",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JRRestaino",0,FALSE,FALSE,NA,NA
"15","RT @TravisAllen02: BREAKING: Low ratings @realDonaldTrump is THE MOST UNPOPULAR PRESIDENT OF ALL TIME at their first State of the Union!

R…",FALSE,0,NA,2018-01-30 23:59:58,FALSE,NA,"958489998679883776",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ksquared3",924,TRUE,FALSE,NA,NA
"16","RT @MakeMNRed: Minnesota's @PeteHegseth has some advice for @realDonaldTrump 
https://t.co/dxHEypeGML",FALSE,0,NA,2018-01-30 23:59:58,FALSE,NA,"958489998189301760",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Chrissygreen12",1,TRUE,FALSE,NA,NA
"17","Ouch! Poor @realDonaldTrump, he’s lagging behind Obama’s “ratings” by more than 20 points! #Losing… https://t.co/FfRoMI1Tmx",FALSE,1,NA,2018-01-30 23:59:58,TRUE,NA,"958489997887328256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ENG1375",2,FALSE,FALSE,NA,NA
"18","RT @tedlieu: THIS IS NOT ACCEPTABLE. @realDonaldTrump is thwarting the bipartisan will of Congress. 

Also, what does Putin have over Trump…",FALSE,0,NA,2018-01-30 23:59:57,FALSE,NA,"958489997555924993",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","inquietoboydf",15698,TRUE,FALSE,NA,NA
"19","@YoungDems4Trump @realDonaldTrump You know. Eventually you people are only going to have 2 channels to watch at the… https://t.co/zFhL2Y1TqH",FALSE,0,"YoungDems4Trump",2018-01-30 23:59:57,TRUE,"957962734800273408","958489997493010433","3498448812","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","crptobob",0,FALSE,FALSE,NA,NA
"20","@realDonaldTrump  Thank you again and good luck tonight.  We appreciate you more than you will ever know.",FALSE,0,"realDonaldTrump",2018-01-30 23:59:57,FALSE,NA,"958489997245640706","25073877","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","hillfamilynana",0,FALSE,FALSE,NA,NA
"21","@SethAbramson Only way is to put @realDonaldTrump &amp; his criminal gang in JAIL!",FALSE,0,"SethAbramson",2018-01-30 23:59:57,FALSE,"958343824828485633","958489996809441286","3223426134","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dimex_o",0,FALSE,FALSE,NA,NA
"22","RT @PalmerCarpente2: @RVAwonk @MattAsherS He is @realDonaldTrump dictator. You do know that we the American people will not tolerate a dict…",FALSE,0,NA,2018-01-30 23:59:57,FALSE,NA,"958489995555344384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nelsonshowers2",1,TRUE,FALSE,NA,NA
"23","@nytimes Even @realDonaldTrump doesn’t have enough money to buy himself a heart and soul.   Welcome to the hell on… https://t.co/ZmH9jSmokK",FALSE,0,"nytimes",2018-01-30 23:59:57,TRUE,"958472914214572033","958489995337191424","807095","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GHosburgh",0,FALSE,FALSE,NA,NA
"24","RT @MarkitoKrod: @JacobAWohl @realDonaldTrump Remember when your fellow #TrumpSupporters insulted #MichelleObama by calling her a gorilla?…",FALSE,0,NA,2018-01-30 23:59:57,FALSE,NA,"958489995236597760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","8TravelFan8",1,TRUE,FALSE,NA,NA
"25","@SiddonsDan @realDonaldTrump These 12 are part of “the clean air act”!!!!!!!!!!!!!!!!!",FALSE,0,"SiddonsDan",2018-01-30 23:59:57,FALSE,"958485325072003074","958489993881800704","867947619661881344","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NancyMcKnight11",0,FALSE,FALSE,NA,NA
"26","@realDonaldTrump <U+274C><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>Adam Schiff’s Statements Are Frequently False<U+274C><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><U+260E><U+FE0F><U+260E><U+FE0F>Hellooo Can Anyone Speak Plain English<U+260E><U+FE0F><U+260E><U+FE0F>Hel… https://t.co/aJpfqWWVEX",FALSE,63,"realDonaldTrump",2018-01-30 23:59:56,TRUE,NA,"958489993370095616","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BPPope",52,FALSE,FALSE,NA,NA
"27","@Imperator_Rex3 I'm not even going to read that. I'll take your word that it's just more stupid stuff.  Guess what?… https://t.co/NhZZV5EM9X",FALSE,0,"Imperator_Rex3",2018-01-30 23:59:56,TRUE,"958488038413189120","958489993198129152","896484799770116098","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","XianneKei",0,FALSE,FALSE,NA,NA
"28","@JesusItrustthee @LindaRockers @SenBillNelson @ricardorossello @realDonaldTrump @mjean2 <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>",FALSE,1,"JesusItrustthee",2018-01-30 23:59:56,FALSE,"958487155101388801","958489993080721408","4057296700","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoseOlmos",0,FALSE,FALSE,NA,NA
"29","@TeamCornyn @realDonaldTrump Thumbs up!!!<ed><U+00A0><U+00BD><ed><U+00B1><U+008D>",FALSE,2,"TeamCornyn",2018-01-30 23:59:56,FALSE,"958379945646084096","958489992959090688","1648117711","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","10Inky",0,FALSE,FALSE,NA,NA
"30","@TeamCornyn @realDonaldTrump Retire old tired white senile men asap - Cronyn and Trump",FALSE,0,"TeamCornyn",2018-01-30 23:59:56,FALSE,"958379945646084096","958489992312930304","1648117711","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","susanbeall3",0,FALSE,FALSE,NA,NA
"31","RT @SenSchumer: Why won’t @realDonaldTrump use the power given to him by a near unanimous vote in Congress to hold Russia accountable for i…",FALSE,0,NA,2018-01-30 23:59:56,FALSE,NA,"958489992229244928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IRBGal",7999,TRUE,FALSE,NA,NA
"32","RT @SenSchumer: Why won’t @realDonaldTrump use the power given to him by a near unanimous vote in Congress to hold Russia accountable for i…",FALSE,0,NA,2018-01-30 23:59:56,FALSE,NA,"958489991855865856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ToriRob11",7999,TRUE,FALSE,NA,NA
"33","@SamFarnsw0rth @DamronCoach @RepAndyBiggsAZ @POTUS @realDonaldTrump @dcexaminer @cjones Just in, Trump’s net worth… https://t.co/p0mVr29VPm",FALSE,0,"SamFarnsw0rth",2018-01-30 23:59:56,TRUE,"958139259730432002","958489991818002434","934673935043649539","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","CarolinGallegoW",0,FALSE,FALSE,NA,NA
"34","@joey_stubb @ZackMoreno10 @KaintGetRight @HAL9000____ @realDonaldTrump @HHSGov You sure you didn't misspell ""misspell"" AND ""sum""?",FALSE,1,"joey_stubb",2018-01-30 23:59:56,FALSE,"958485592500776960","958489991390298112","1623449540","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RobLyons67",0,FALSE,FALSE,NA,NA
"35","@yashar @ThePerezHilton @funder @realDonaldTrump @JoyAnnReid You get the prize for the best reply ever to that goofball. Brave",FALSE,0,"yashar",2018-01-30 23:59:56,FALSE,"958416582593609728","958489989712621568","11744152","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HRHPlyndagears",0,FALSE,FALSE,NA,NA
"36","RT @FiveRights: .@realDonaldTrump
Mr. President,
America is chanting...
Read   the   memo!
Read   the   memo!
Read   the   memo!",FALSE,0,NA,2018-01-30 23:59:56,FALSE,NA,"958489989549084673",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","billylando",556,TRUE,FALSE,NA,NA
"37","It is so obvious that the Russians got to @DevinNunes AND @realDonaldTrump",FALSE,0,NA,2018-01-30 23:59:56,FALSE,NA,"958489989507174401",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Tawny13",0,FALSE,FALSE,NA,NA
"38","@michellmybell1 @hidehunt1 @realDonaldTrump I like your attitude and beliefs!  MAGA !!!!!  Keep on trucking !!!",FALSE,2,"michellmybell1",2018-01-30 23:59:55,FALSE,"958438049096052736","958489988911464448","799258718445649920","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ckrjr65mill1",1,FALSE,FALSE,NA,NA
"39","RT @ALIPAC: Does @realDonaldTrump realize how it hurts his credibility to have many illegal aliens in the audience for tonight's #SOTU addr…",FALSE,0,NA,2018-01-30 23:59:55,FALSE,NA,"958489988684955648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Kambeii",44,TRUE,FALSE,NA,NA
"40","@lealovestrump @realDonaldTrump Agreed",FALSE,0,"lealovestrump",2018-01-30 23:59:55,FALSE,"958016860120690688","958489988076834816","806278861684146177","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dewitt_jeannie",0,FALSE,FALSE,NA,NA
"41","@NRATV @realDonaldTrump Then fight the BATF on this new reclassification of what a machine gun is... if you don't a… https://t.co/2J2gkyZA3n",FALSE,2,"NRATV",2018-01-30 23:59:55,TRUE,"958444762909913089","958489987930120193","17564591","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","grntsiturbo",0,FALSE,FALSE,NA,NA
"42","@SenSchumer @realDonaldTrump Maybe he’ll say, “Schumer died”.  When you stand before God to give an account, you’ll… https://t.co/jtf1mcMSgu",FALSE,0,"SenSchumer",2018-01-30 23:59:55,TRUE,"958365290416439301","958489987602788352","17494010","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ababykitty",0,FALSE,FALSE,NA,NA
"43","RT @SenateMajLdr: .@realDonaldTrump had more new Circuit Court judges confirmed in his 1st year than any president, a testimony to the qual…",FALSE,0,NA,2018-01-30 23:59:55,FALSE,NA,"958489987594547200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GrockiBarbara",1584,TRUE,FALSE,NA,NA
"44","@Swallsjr1978 @SharronWhelan @FoxNews @TheView @JoyVBehar @realDonaldTrump We have been adding jobs since Obama was… https://t.co/5cRjKo0DHi",FALSE,0,"Swallsjr1978",2018-01-30 23:59:55,TRUE,"958477089224691712","958489987107971072","4860368123","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","R0GUE_LeaderX",0,FALSE,FALSE,NA,NA
"45","RT @tedlieu: This story on Victor Cha shows the continued chaos of the @realDonaldTrump Administration when it comes to North Korea. Utterl…",FALSE,0,NA,2018-01-30 23:59:55,FALSE,NA,"958489986734604289",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carol_grenfell",2322,TRUE,FALSE,NA,NA
"46","@SenSchumer @realDonaldTrump Because he’s complicit and Russian",FALSE,0,"SenSchumer",2018-01-30 23:59:55,FALSE,"958366853625196544","958489986130624512","17494010","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iLove2sing81",0,FALSE,FALSE,NA,NA
"47","RT @SenSchumer: Why won’t @realDonaldTrump use the power given to him by a near unanimous vote in Congress to hold Russia accountable for i…",FALSE,0,NA,2018-01-30 23:59:55,FALSE,NA,"958489986030096384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stevenjjrivera",7999,TRUE,FALSE,NA,NA
"48","RT @Scavino45: <ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>Happening Now:
President @realDonaldTrump walks along the West Wing Colonnade with @WhiteHouse Staff Secretary Robert Porte…",FALSE,0,NA,2018-01-30 23:59:55,FALSE,NA,"958489985195311105",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","poliscismiles",922,TRUE,FALSE,NA,NA
"49","RT @UltraViolet: Before @realDonaldTrump addresses the nation tonight at the State of the Union, we have a message for Congress at Trump's…",FALSE,0,NA,2018-01-30 23:59:55,FALSE,NA,"958489985174462465",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JCoker13",870,TRUE,FALSE,NA,NA
"50","@POTUS @realDonaldTrump @seanhannity @DanScavino #MAGA #FNN #TrumpTrain @FoxNews @foxandfriends @FoxBusiness @OANN… https://t.co/rRsr6u1xpa",FALSE,1,"POTUS",2018-01-30 23:59:54,TRUE,NA,"958489984905838592","822215679726100480","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","biggunz1965",0,FALSE,FALSE,NA,NA
"51","RT @Mmarty1230: WAHOO WAHOO WAHOO WAHOO GO TRUMP/PENCE 2020 @WhiteHouse @realDonaldTrump @POTUS @VP https://t.co/YU7FSfTcvq",FALSE,0,NA,2018-01-30 23:59:54,FALSE,NA,"958489984482402304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","utt_john",11,TRUE,FALSE,NA,NA
"52","@WINDOCTORRX @AnthonyScarramu @Lrihendry @realDonaldTrump That's true.  Union members were rocks hard dems. Not so… https://t.co/v4Y0rGsxtx",FALSE,0,"WINDOCTORRX",2018-01-30 23:59:54,TRUE,"958488766427095040","958489983823896578","909879719734251521","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","CountryJazz4",0,FALSE,FALSE,NA,NA
"53","@realDonaldTrump https://t.co/h7Q9oRoEJk",FALSE,0,"realDonaldTrump",2018-01-30 23:59:54,FALSE,NA,"958489983408472065","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","byerly__kk1314r",0,FALSE,FALSE,NA,NA
"54","RT @LisetteFahrun: @617to416 @ProudResister @GOP @realDonaldTrump NOPE, NOT A CHANCE! We'll fight for it!
NO PARTIES can kill American Demo…",FALSE,0,NA,2018-01-30 23:59:54,FALSE,NA,"958489983093956608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MayBeBob",37,TRUE,FALSE,NA,NA
"55","@realDonaldTrump https://t.co/o9MS8tHYET",FALSE,2,"realDonaldTrump",2018-01-30 23:59:54,FALSE,NA,"958489982875914246","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SweetTea7594",2,FALSE,FALSE,NA,NA
"56","@realDonaldTrump Love it!! Hahaha! You have the audacity to talk about Obstruction??",FALSE,0,"realDonaldTrump",2018-01-30 23:59:54,FALSE,"957465263129219073","958489982594727936","25073877","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","zuglo1979",0,FALSE,FALSE,NA,NA
"57","@LindseyGrahamSC @NBCNews @POTUS @realDonaldTrump  https://t.co/jHy72z1fDR",FALSE,1,"LindseyGrahamSC",2018-01-30 23:59:54,FALSE,"958486553080270848","958489982280323072","432895323","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RobertInSC",0,FALSE,FALSE,NA,NA
"58","RT @GeraldoRivera: C'mon @realDonaldTrump Americans of good will are rooting for you to knock it out of the park tonight at the #SOTU2018 w…",FALSE,0,NA,2018-01-30 23:59:54,FALSE,NA,"958489982154485761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DFila",725,TRUE,FALSE,NA,NA
"59","RT @FactbaseFeed: ""New American Moment"" interesting turn of phrase in @realdonaldtrump SOTU. In our quick analysis, we found that phrase fi…",FALSE,0,NA,2018-01-30 23:59:53,FALSE,NA,"958489979969302530",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","deb_lavoy",3,TRUE,FALSE,NA,NA
"60","@politico @realDonaldTrump and Putin are buddies, and he doesn't want to do anything to destroy that.",FALSE,4,"politico",2018-01-30 23:59:53,FALSE,"958489563315531777","958489979516280832","9300262","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","1FreshTake",1,FALSE,FALSE,NA,NA
"61","@JennaBrowder @POTUS @realDonaldTrump @WhiteHouse @CBNNews @TheBrodyFile Another lie. 2001",FALSE,0,"JennaBrowder",2018-01-30 23:59:53,FALSE,"958443480598155265","958489979046412288","202200137","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rselsted",0,FALSE,FALSE,NA,NA
"62","@piersmorgan @realDonaldTrump He is an evil piece of shit as is anyone like urself who defends him",FALSE,0,"piersmorgan",2018-01-30 23:59:53,FALSE,"958426376327057410","958489978585133057","216299334","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","crerandlegend",0,FALSE,FALSE,NA,NA
"63","@realDonaldTrump So he is “cryin chuck” because he showed emotion when he was speaking about how much of his family… https://t.co/iPQyxTtjVg",FALSE,0,"realDonaldTrump",2018-01-30 23:59:52,TRUE,"956015565776277510","958489976462721024","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","evshear",0,FALSE,FALSE,NA,NA
"64","@GeraldoRivera @realDonaldTrump No ONE cares what you think. Seriously so happy not to see you pop up with some ridulous comment on @FoxNews",FALSE,0,"GeraldoRivera",2018-01-30 23:59:52,FALSE,"958461166614990848","958489976089534465","246500501","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nancyny2",0,FALSE,FALSE,NA,NA
"65","RT @TheRealJuIian: Dear @realDonaldTrump 

Release the memo and watch @TheDemocrats scatter like cockroaches when the lights are switched o…",FALSE,0,NA,2018-01-30 23:59:52,FALSE,NA,"958489975221293056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Daniell73334970",297,TRUE,FALSE,NA,NA
"66","RT @DonaldJTrumpJr: Flatline till @realDonaldTrump comes in. https://t.co/YukkYvOSJ5",FALSE,0,NA,2018-01-30 23:59:52,FALSE,NA,"958489974776594434",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","delyju",1914,TRUE,FALSE,NA,NA
"67","RT @RealMAGASteve: @AmericanVoterUS @POTUS @realDonaldTrump No sympathy from me after all they have done to trump",FALSE,0,NA,2018-01-30 23:59:52,FALSE,NA,"958489974025814017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TimothyKopp2",5,TRUE,FALSE,NA,NA
"68","RT @realDonaldTrump: Want jobs? Slash corporate tax rate.  Tax incentives for companies that create jobs in US.  America will boom.",FALSE,0,NA,2018-01-30 23:59:52,FALSE,NA,"958489973820403712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jmert_58",654,TRUE,FALSE,NA,NA
"69","RT @tedlieu: This interview by Scott Pruitt reminds me of the following: If we only knew about @realDonaldTrump then what we knew about him…",FALSE,0,NA,2018-01-30 23:59:52,FALSE,NA,"958489973296046080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gdady22",2057,TRUE,FALSE,NA,NA
"70","RT @Harlan: There are 5, yes *FIVE* Democratic Responses to President @realDonaldTrump’s #SOTU...

The Democratic Party is so splintered.…",FALSE,0,NA,2018-01-30 23:59:52,FALSE,NA,"958489973090607104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BfBfoxyone",1857,TRUE,FALSE,NA,NA
"71","@SenSchumer @realDonaldTrump That's thinking like trump is not real close to a dictator.",FALSE,0,"SenSchumer",2018-01-30 23:59:52,FALSE,"958365290416439301","958489972864114693","17494010","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Aganola",0,FALSE,FALSE,NA,NA
"72","@Pondster09 @The_UnSilent_ @realDonaldTrump @RepJoeKennedy His EFFECT was like the best KOOLAID ever!!!!",FALSE,1,"Pondster09",2018-01-30 23:59:51,FALSE,"958489020853575680","958489971916095488","2693686866","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hwmnylx69",0,FALSE,FALSE,NA,NA
"73","@realDonaldTrump that definitely would not be seen as interfering in an ongoing investigation...
https://t.co/0McwTm21xs",FALSE,0,"realDonaldTrump",2018-01-30 23:59:51,FALSE,NA,"958489970846691328","25073877","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","boobackus",0,FALSE,FALSE,NA,NA
"74","@DuszaLukasz <U+274C>Trump won't boost our economy
<U+274C>Trump won't Put America First
<U+274C>Trump won't Cut Federal Regulations
<U+274C>Tr… https://t.co/zlmdDSKA4Q",FALSE,1,"DuszaLukasz",2018-01-30 23:59:51,TRUE,"958476348393230336","958489970620096514","2699143866","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mariama25373769",0,FALSE,FALSE,NA,NA
"75","In #SOTU @POTUS @realDonaldTrump :In our drive to make Washington accountable, we have eliminated more regulations… https://t.co/Q5xR1s2WLw",FALSE,1629,NA,2018-01-30 23:59:51,TRUE,NA,"958489970112679941",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","seanspicer",337,FALSE,FALSE,NA,NA
"76","RT @Cassetteboy: New! Just when you thought @realDonaldTrump talking to @piersmorgan couldn't get any more stomach-churning https://t.co/Lq…",FALSE,0,NA,2018-01-30 23:59:51,FALSE,NA,"958489970095910912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ferg_jd",4479,TRUE,FALSE,NA,NA
"77","@POTUS @realDonaldTrump @vp @PressSec I really hope the president has ice agents at tonight’s SOTU address. Arrest… https://t.co/5VmePl83bB",FALSE,0,"POTUS",2018-01-30 23:59:51,TRUE,NA,"958489968971780096","822215679726100480","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jade40000",0,FALSE,FALSE,NA,NA
"78","RT @The_UnSilent_: After being lied to by @realDonaldTrump for a dreadful hour at the #SOTU it will be refreshing to hear from our rising s…",FALSE,0,NA,2018-01-30 23:59:51,FALSE,NA,"958489968954916864",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tdzwilewski",248,TRUE,FALSE,NA,NA
